steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD),current_player_count,release_date
774801,Crab Champions,['Noisestorm'],['Noisestorm'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",0,100,['windows'],18592,18238,354,9.0,Overwhelmingly Positive,98.1,0,False,9.99,817,N/A
1533390,Gorilla Tag,['Another Axiom Inc.'],['Another Axiom Inc.'],"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'In-App Purchases', 'Family Sharing']","['Action', 'Casual']",0,0,['windows'],28029,26277,1752,8.0,Very Positive,93.7,0,False,19.99,640,N/A
728880,Overcooked! 2,"['Ghost Town Games Ltd.', 'Team17']",['Team17'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",81,54,"['windows', 'mac', 'linux']",12364,11594,770,8.0,Very Positive,93.8,81,False,24.99,2632,"7 Aug, 2018"
2124490,SILENT HILL 2,['Bloober Team SA'],['KONAMI'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",0,43,['windows'],15318,14656,662,9.0,Overwhelmingly Positive,95.7,0,False,69.99,799,N/A
2881650,Content Warning,"['Wilnyl', 'Philip', 'thePetHen', 'Skog', 'Zorro']",['Landfall'],"['Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],25051,23650,1401,8.0,Very Positive,94.4,0,False,7.99,906,N/A
692890,Roboquest,['RyseUp Studios'],"['RyseUp Studios', 'Starbreeze Entertainment']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,86,['windows'],11463,11008,455,9.0,Overwhelmingly Positive,96.0,0,False,24.99,246,N/A
1325200,Nioh 2 – The Complete Edition,"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'HDR available', 'Family Sharing']","['Action', 'RPG']",86,88,['windows'],9188,8405,783,8.0,Very Positive,91.5,86,False,49.99,1520,N/A
387990,Scrap Mechanic,['Axolot Games'],['Axolot Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",0,0,['windows'],44006,40213,3793,8.0,Very Positive,91.4,0,False,19.99,526,N/A
1164940,Trepang2,['Trepang Studios'],['Team17'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",79,49,['windows'],8028,7588,440,8.0,Very Positive,94.5,79,False,39.99,116,N/A
1182900,A Plague Tale: Requiem,['Asobo Studio'],['Focus Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",82,35,['windows'],5806,5323,483,8.0,Very Positive,91.7,82,False,49.99,93,"Oct 17, 2022"
268650,From the Depths,['Brilliant Skies Ltd.'],['Brilliant Skies Ltd.'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",0,53,"['windows', 'mac', 'linux']",8762,7876,886,8.0,Very Positive,89.9,0,False,24.99,331,N/A
2141730,Backrooms: Escape Together,['Triiodide Studios'],['Triiodide Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",0,14,['windows'],5142,4561,581,8.0,Very Positive,88.7,0,False,7.99,874,N/A
2768430,ATLYSS,['Kiseff'],['KisSoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",0,13,['windows'],9574,9358,216,9.0,Overwhelmingly Positive,97.7,0,False,9.99,1691,N/A
895870,Project Wingman,['Sector D2'],"['Sector D2', 'Humble Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Family Sharing']","['Action', 'Indie', 'Simulation']",75,40,['windows'],10139,9641,498,9.0,Overwhelmingly Positive,95.1,75,False,24.99,128,N/A
1366800,Crosshair X,['CenterPoint Gaming'],['CenterPoint Gaming'],"['Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Utilities', 'Game Development']",0,0,['windows'],13898,13090,808,8.0,Very Positive,94.2,0,False,8.99,35876,N/A
34030,Total War: NAPOLEON – Definitive Edition,"['CREATIVE ASSEMBLY', 'Feral Interactive (Mac)']","['SEGA', 'Feral Interactive (Mac)']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Family Sharing']",['Strategy'],81,71,"['windows', 'mac']",9210,8391,819,8.0,Very Positive,91.1,81,False,24.99,918,N/A
1167630,Teardown,['Tuxedo Labs'],['Tuxedo Labs'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",80,27,['windows'],61913,59051,2862,9.0,Overwhelmingly Positive,95.4,80,False,29.99,1536,N/A
690830,Foundation,['Polymorph Games'],['Polymorph Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy', 'Early Access']",0,29,['windows'],6893,6068,825,8.0,Very Positive,88.0,0,False,34.99,746,N/A
1789480,Marauders,['Small Impact Games'],['Team17'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Early Access']",0,0,['windows'],10419,7857,2562,6.0,Mostly Positive,75.4,0,False,29.99,13,N/A
326460,ShellShock Live,['kChamp Games'],['kChamp Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",0,63,"['windows', 'mac', 'linux']",16622,15540,1082,8.0,Very Positive,93.5,0,False,9.99,147,N/A
732430,Superflight,['GrizzlyGames'],['GrizzlyGames'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing', 'Sports']",0,24,['windows'],7602,7375,227,9.0,Overwhelmingly Positive,97.0,0,False,2.99,18,N/A
553420,TUNIC,['TUNIC Team'],['Finji'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",85,36,"['windows', 'mac']",8167,7501,666,8.0,Very Positive,91.8,85,False,29.99,105,N/A
553850,HELLDIVERS™ 2,['Arrowhead Game Studios'],['PlayStation Publishing LLC'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Family Sharing']",['Action'],0,38,['windows'],543217,441634,101583,8.0,Very Positive,81.3,0,False,39.99,34680,N/A
526870,Satisfactory,['Coffee Stain Studios'],['Coffee Stain Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Strategy']",91,44,['windows'],108878,106151,2727,9.0,Overwhelmingly Positive,97.5,91,False,39.99,13356,N/A
383120,Empyrion - Galactic Survival,['Eleon Game Studios'],['Eleon Game Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Strategy']",0,0,['windows'],17242,13686,3556,6.0,Mostly Positive,79.4,0,False,19.99,938,N/A
1127400,Mindustry,['AnukenDev'],['AnukenDev'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']",['Strategy'],0,88,"['windows', 'mac', 'linux']",8093,7711,382,9.0,Overwhelmingly Positive,95.3,0,False,9.99,436,N/A
629730,Blade and Sorcery,['WarpFrog'],['WarpFrog'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",0,0,['windows'],45239,43894,1345,9.0,Overwhelmingly Positive,97.0,0,False,29.99,616,N/A
1363080,Manor Lords,['Slavic Magic'],['Hooded Horse'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy', 'Early Access']",0,11,['windows'],29438,26435,3003,8.0,Very Positive,89.8,0,False,39.99,5132,N/A
410900,Forts,['EarthWork Games'],['EarthWork Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Strategy']",74,54,['windows'],7508,7007,501,8.0,Very Positive,93.3,74,False,14.99,312,N/A
1337520,Risk of Rain Returns,['Hopoo Games'],['Gearbox Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",['Action'],0,155,['windows'],16035,15254,781,9.0,Overwhelmingly Positive,95.1,0,False,14.99,243,N/A
304430,INSIDE,['Playdead'],['Playdead'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",87,14,"['windows', 'mac']",21068,20262,806,9.0,Overwhelmingly Positive,96.2,87,False,19.99,386,"7 Jul, 2016"
1044720,Farthest Frontier,['Crate Entertainment'],['Crate Entertainment'],"['Single-player', 'Steam Workshop', 'Family Sharing']","['Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,['windows'],7914,6897,1017,8.0,Very Positive,87.1,0,False,29.99,1413,N/A
230290,Universe Sandbox,['Giant Army'],['Giant Army'],"['Single-player', 'VR Supported', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Early Access']",0,0,"['windows', 'mac']",15717,15167,550,9.0,Overwhelmingly Positive,96.5,0,False,29.99,325,N/A
1170950,Mortal Online 2,['Star Vault AB'],['Star Vault AB'],"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Massively Multiplayer', 'RPG']",0,147,['windows'],6779,4102,2677,5.0,Mixed,60.5,0,False,39.99,355,N/A
505460,Foxhole,['Siege Camp'],['Siege Camp'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Valve Anti-Cheat enabled']","['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",0,0,['windows'],23878,19694,4184,8.0,Very Positive,82.5,0,False,29.99,2628,N/A
2215430,Ghost of Tsushima DIRECTOR'S CUT,"['Sucker Punch Productions', 'Nixxes Software']",['PlayStation Publishing LLC'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure']",0,77,['windows'],23495,22027,1468,8.0,Very Positive,93.8,0,False,59.99,8538,"16 May, 2024"
2358720,Black Myth: Wukong,['Game Science'],['Game Science'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,81,['windows'],58489,55111,3378,8.0,Very Positive,94.2,0,False,59.99,13751,N/A
2406770,Bodycam,['Reissad Studio'],['Reissad Studio'],"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access']",0,1,['windows'],16724,12284,4440,6.0,Mostly Positive,73.5,0,False,33.32,224,N/A
2527500,MiSide,['AIHASTO'],"['IndieArk', 'Shochiku (Japan)']","['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",0,26,['windows'],15416,15222,194,9.0,Overwhelmingly Positive,98.7,0,False,14.99,492,N/A
1062520,Dinkum,['James Bendon'],['James Bendon'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Early Access']",0,0,['windows'],13001,12410,591,9.0,Overwhelmingly Positive,95.5,0,False,19.99,1767,N/A
625960,Stoneshard,['Ink Stains Games'],['HypeTrain Digital'],"['Single-player', 'Steam Achievements', 'Captions available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",0,71,"['windows', 'linux']",9396,6883,2513,6.0,Mostly Positive,73.3,0,False,24.99,1583,N/A
12200,Bully: Scholarship Edition,['Rockstar New England'],['Rockstar Games'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure']",72,0,['windows'],12742,10285,2457,8.0,Very Positive,80.7,72,False,14.99,188,N/A
3097560,Liar's Bar,['Curve Animation'],['Curve Animation'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,['windows'],11290,10408,882,8.0,Very Positive,92.2,0,False,6.99,1144,N/A
110800,L.A. Noire,"['Team Bondi', 'Rockstar Leeds']",['Rockstar Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Strategy']",83,60,['windows'],14104,11816,2288,8.0,Very Positive,83.8,83,False,19.99,237,N/A
1548850,Six Days in Fallujah,['Highwire Games'],['Victura'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Early Access']",0,34,['windows'],8062,6956,1106,8.0,Very Positive,86.3,0,False,39.99,80,N/A
3107330,Nodebuster,['Goblobin'],['Goblobin'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,13,['windows'],7263,7098,165,9.0,Overwhelmingly Positive,97.7,0,False,2.99,73,N/A
496240,Onward,['Downpour Interactive'],['Downpour Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'SteamVR Collectibles']","['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,['windows'],7072,4843,2229,5.0,Mixed,68.5,0,False,24.99,27,N/A
1845910,Dragon Age™: The Veilguard,['BioWare'],['Electronic Arts'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'RPG', 'Strategy']",0,52,['windows'],23939,16848,7091,6.0,Mostly Positive,70.4,0,False,59.99,726,N/A
2075070,KinitoPET,['troy_en'],['troy_en'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,15,['windows'],7061,6611,450,8.0,Very Positive,93.6,0,False,5.99,38,N/A
1262350,SIGNALIS,['rose-engine'],"['Humble Games', 'PLAYISM']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,13,['windows'],15394,14934,460,9.0,Overwhelmingly Positive,97.0,0,False,19.99,141,N/A
2670630,Supermarket Simulator,['Nokta Games'],['Nokta Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Early Access']",0,3,['windows'],24834,23536,1298,8.0,Very Positive,94.8,0,False,12.99,5007,N/A
1151340,Fallout 76,['Bethesda Game Studios'],['Bethesda Softworks'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Tablet']",['RPG'],0,72,['windows'],37364,28833,8531,6.0,Mostly Positive,77.2,0,False,39.99,8041,N/A
1203620,Enshrouded,['Keen Games GmbH'],['Keen Games GmbH'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG', 'Early Access']",0,45,['windows'],31478,27702,3776,8.0,Very Positive,88.0,0,False,29.99,5097,"24 Jan, 2024"
669330,Mechabellum,['Game River'],['Game River'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",0,0,['windows'],6681,5777,904,8.0,Very Positive,86.5,0,False,14.99,1259,N/A
1172620,Sea of Thieves: 2024 Edition,['Rare Ltd'],['Xbox Game Studios'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure']",0,270,['windows'],134465,120871,13594,8.0,Very Positive,89.9,0,False,39.99,3849,N/A
2479810,Gray Zone Warfare,"['MADFINGER Games, a.s.']","['MADFINGER Games, a.s.']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Action', 'Adventure', 'Massively Multiplayer', 'Early Access']",0,0,['windows'],34801,23979,10822,5.0,Mixed,68.9,0,False,34.99,846,N/A
990080,Hogwarts Legacy,['Avalanche Software'],['Warner Bros. Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'RPG']",83,45,['windows'],121078,111575,9503,8.0,Very Positive,92.2,83,False,59.99,13373,N/A
1158160,Coral Island,['Stairway Games'],['Humble Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,51,['windows'],10827,9604,1223,8.0,Very Positive,88.7,0,False,29.99,2906,N/A
238460,BattleBlock Theater®,['The Behemoth'],['The Behemoth'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",85,30,"['windows', 'mac', 'linux']",22826,22186,640,9.0,Overwhelmingly Positive,97.2,85,False,14.99,89,"15 May, 2014"
108600,Project Zomboid,['The Indie Stone'],['The Indie Stone'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Early Access']",0,0,"['windows', 'mac', 'linux']",118549,111697,6852,8.0,Very Positive,94.2,0,False,19.99,23459,N/A
1371980,No Rest for the Wicked,['Moon Studios GmbH'],['Private Division'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG', 'Early Access']",0,0,['windows'],9181,7514,1667,8.0,Very Positive,81.8,0,False,39.99,414,N/A
2679460,Metaphor: ReFantazio,['ATLUS'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",92,44,['windows'],9334,8847,487,8.0,Very Positive,94.8,92,False,69.99,2211,N/A
2513280,SONIC X SHADOW GENERATIONS,['Sonic Team'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",['Action'],0,40,['windows'],6867,6700,167,9.0,Overwhelmingly Positive,97.6,0,False,49.99,155,N/A
1063730,New World: Aeternum,['Amazon Games'],['Amazon Games'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",0,133,['windows'],139992,95719,44273,5.0,Mixed,68.4,0,False,59.99,27869,N/A
1061910,Metal: Hellsinger,['The Outsiders'],['Funcom'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",0,28,['windows'],7212,6982,230,9.0,Overwhelmingly Positive,96.8,0,False,29.99,22,N/A
1062090,Timberborn,['Mechanistry'],['Mechanistry'],"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,"['windows', 'mac']",16830,16088,742,9.0,Overwhelmingly Positive,95.6,0,False,34.99,2274,N/A
1056960,Wolfenstein: Youngblood,"['Machine Games', 'Arkane Studios']",['Bethesda Softworks'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Action'],69,60,['windows'],5357,2427,2930,5.0,Mixed,45.3,69,False,19.99,89,"25 Jul, 2019"
1057090,Ori and the Will of the Wisps,['Moon Studios GmbH'],['Xbox Game Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']",['Action'],88,37,['windows'],28310,27436,874,9.0,Overwhelmingly Positive,96.9,88,False,29.99,757,N/A
1055540,A Short Hike,['adamgryu'],['adamgryu'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Adventure', 'Indie']",82,12,"['windows', 'mac', 'linux']",10357,10272,85,9.0,Overwhelmingly Positive,99.2,82,False,7.99,45,N/A
1054490,Wingspan,['Monster Couch'],"['Monster Couch', 'Stonemaier Games', 'indienova']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Steam Turn Notifications', 'Remote Play Together', 'Family Sharing']","['Indie', 'Strategy']",84,53,"['windows', 'mac']",5462,5194,268,9.0,Overwhelmingly Positive,95.1,84,False,19.99,559,N/A
1043810,Tactical Breach Wizards,['Suspicious Developments'],['Suspicious Developments'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Strategy']",87,61,['windows'],7365,7246,119,9.0,Overwhelmingly Positive,98.4,87,False,19.99,53,N/A
1029690,Sniper Elite 5,['Rebellion'],['Rebellion'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",79,71,['windows'],7685,6371,1314,8.0,Very Positive,82.9,79,False,49.99,2679,N/A
997010,Police Simulator: Patrol Officers,['Aesir Interactive'],['astragon Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Simulation'],0,20,['windows'],8505,6722,1783,6.0,Mostly Positive,79.0,0,False,29.99,219,N/A
979690,The Ascent,['Neon Giant'],['Curve Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,66,['windows'],11435,8857,2578,6.0,Mostly Positive,77.5,0,False,29.99,62,N/A
976310,Mortal Kombat 11,"['NetherRealm Studios', 'QLOC', 'Shiver']","['Warner Bros. Games', 'Warner Bros. Interactive Entertainment']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'HDR available', 'Family Sharing']",['Action'],82,58,['windows'],23577,20470,3107,8.0,Very Positive,86.8,82,False,49.99,2180,"23 Apr, 2019"
973230,We Who Are About To Die,['Jordy Lakiere'],['Jordy Lakiere'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",0,0,['windows'],5813,5147,666,8.0,Very Positive,88.5,0,False,21.99,54,N/A
