steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD),current_player_count,release_date
209160,Call of Duty®: Ghosts,['Infinity Ward'],['Activision'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",['Action'],68,40,['windows'],5797,3283,2514,5.0,Mixed,56.6,68,False,59.99,45,"Mar 25, 2014"
207610,The Walking Dead,['Telltale Games'],['Skybound Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",['Adventure'],82,48,"['windows', 'mac']",21934,21256,678,9.0,Overwhelmingly Positive,96.9,82,False,14.99,155,"24 Apr, 2012"
207140,SpeedRunners,['DoubleDutch Games'],['tinyBuild'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing', 'Sports']",84,29,"['windows', 'mac', 'linux']",9382,8875,507,8.0,Very Positive,94.6,84,False,14.99,193,"19 Apr, 2016"
206190,Gunpoint,['Suspicious Developments'],['Suspicious Developments'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'Strategy']",83,42,"['windows', 'mac', 'linux']",8029,7855,174,9.0,Overwhelmingly Positive,97.8,83,False,9.99,1,"3 Jun, 2013"
206420,Saints Row IV: Re-Elected,['Deep Silver Volition'],['Deep Silver'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",86,73,"['windows', 'linux']",23015,19439,3576,8.0,Very Positive,84.5,86,False,19.99,115,"19 Aug, 2013"
206440,To the Moon,['Freebird Games'],['Freebird Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",81,1,"['windows', 'mac', 'linux']",18142,17356,786,9.0,Overwhelmingly Positive,95.7,81,False,9.99,54,"7 Sep, 2012"
204880,Sins of a Solar Empire®: Rebellion,"['Ironclad Games Corporation', 'Stardock Entertainment']",['Stardock Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",82,68,['windows'],7155,6772,383,8.0,Very Positive,94.6,82,False,19.99,297,"12 Jun, 2012"
204300,Awesomenauts - the 2D moba,['Ronimo Games'],['Atari'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Indie', 'Strategy', 'Free To Play']",78,59,"['windows', 'mac', 'linux']",6882,5828,1054,8.0,Very Positive,84.7,78,True,0.0,74,"1 Aug, 2012"
203140,Hitman: Absolution™,['Io-Interactive A/S'],['Io-Interactive A/S'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Action'],79,47,['windows'],11348,9861,1487,8.0,Very Positive,86.9,79,False,19.99,406,"19 Nov, 2012"
203160,Tomb Raider,"['Crystal Dynamics', 'Eidos-Montréal', 'Feral Interactive (Mac)', 'Nixxes']","['Crystal Dynamics', 'Feral Interactive (Mac)']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",86,50,"['windows', 'mac']",45736,43156,2580,8.0,Very Positive,94.4,86,False,14.99,911,"4 Mar, 2013"
202970,Call of Duty®: Black Ops II,['Treyarch'],['Activision'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",['Action'],74,35,['windows'],10962,9282,1680,8.0,Very Positive,84.7,74,False,59.99,114,"12 Nov, 2012"
201810,Wolfenstein: The New Order,['MachineGames'],['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']",['Action'],81,50,['windows'],23016,20639,2377,8.0,Very Positive,89.7,81,False,19.99,832,"19 May, 2014"
201790,Orcs Must Die! 2,['Robot Entertainment'],['Robot Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",83,27,['windows'],5884,5421,463,8.0,Very Positive,92.1,83,False,14.99,29,"30 Jul, 2012"
200710,Torchlight II,['Runic Games'],['Arc Games'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",88,119,"['windows', 'mac', 'linux']",16930,15826,1104,8.0,Very Positive,93.5,88,False,19.99,230,"20 Sep, 2012"
200510,XCOM: Enemy Unknown,"['Firaxis Games', 'Feral Interactive (Linux)']","['2K', 'Feral Interactive (Linux)']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",['Strategy'],89,85,"['windows', 'linux']",23719,22126,1593,8.0,Very Positive,93.3,89,False,29.99,496,"8 Oct, 2012"
113200,The Binding of Isaac,"['Edmund McMillen', 'Florian Himsl']",['Edmund McMillen'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",84,99,"['windows', 'mac']",22560,21402,1158,8.0,Very Positive,94.9,84,False,4.99,166,"28 Sep, 2011"
108710,Alan Wake,['Remedy Entertainment'],['Remedy Entertainment'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",83,67,['windows'],13503,11985,1518,8.0,Very Positive,88.8,83,False,14.99,230,"16 Feb, 2012"
104900,ORION: Prelude,['DANKIE'],['DANKIE'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,251,['windows'],11481,8989,2492,6.0,Mostly Positive,78.3,0,False,0.99,4,"16 Apr, 2013"
105600,Terraria,['Re-Logic'],['Re-Logic'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",83,115,"['windows', 'mac', 'linux']",543537,531256,12281,9.0,Overwhelmingly Positive,97.7,83,False,9.99,22716,"16 May, 2011"
107100,Bastion,['Supergiant Games'],['Supergiant Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",86,24,"['windows', 'mac', 'linux']",17149,16528,621,9.0,Overwhelmingly Positive,96.4,86,False,14.99,30,"16 Aug, 2011"
71250,Sonic Adventure DX,['SEGA'],['SEGA'],"['Single-player', 'Full controller support', 'Family Sharing']",[],0,15,['windows'],8745,8081,664,8.0,Very Positive,92.4,0,False,7.99,104,"4 Mar, 2011"
71340,Sonic Generations Collection,"[""Devil's Details""]",['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],77,49,['windows'],12313,11565,748,8.0,Very Positive,93.9,77,False,0.0,42,"3 Nov, 2011"
70400,Recettear: An Item Shop's Tale,['EasyGameStation'],['Carpe Fulgur LLC'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['RPG', 'Indie']",82,0,['windows'],5288,5088,200,9.0,Overwhelmingly Positive,96.2,82,False,19.99,19,"10 Sep, 2010"
57300,Amnesia: The Dark Descent,['Frictional Games'],['Frictional Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",85,18,"['windows', 'mac', 'linux']",12065,11579,486,9.0,Overwhelmingly Positive,96.0,85,False,19.99,88,"8 Sep, 2010"
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",['Relic Entertainment'],['SEGA'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Remote Play on TV', 'Family Sharing']",['Action'],74,60,['windows'],10590,9768,822,8.0,Very Positive,92.2,74,False,39.99,141,"5 Sep, 2011"
48000,LIMBO,['Playdead'],['Playdead'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",88,13,"['windows', 'mac', 'linux']",11340,10420,920,8.0,Very Positive,91.9,88,False,9.99,181,"2 Aug, 2011"
33230,Assassin's Creed 2,['Ubisoft Montreal'],['Ubisoft'],['Single-player'],"['Action', 'Adventure']",86,0,['windows'],15012,12945,2067,8.0,Very Positive,86.2,86,False,19.99,336,"9 Mar, 2010"
48240,Anno 2070™,"['Blue Byte', 'Related Designs']",['Ubisoft'],"['Single-player', 'Multi-player', 'Steam Trading Cards']",['Strategy'],83,0,['windows'],6653,3636,3017,5.0,Mixed,54.7,83,False,19.99,43,"17 Nov, 2011"
41700,S.T.A.L.K.E.R.: Call of Pripyat,['GSC Game World'],['GSC Game World'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Cloud', 'Family Sharing']","['Action', 'RPG']",80,0,['windows'],8990,8589,401,9.0,Overwhelmingly Positive,95.5,80,False,19.99,74,"11 Feb, 2010"
40800,Super Meat Boy,['Team Meat'],[],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Indie'],87,48,"['windows', 'mac', 'linux']",12517,11787,730,8.0,Very Positive,94.2,87,False,14.99,48,"30 Nov, 2010"
40970,Stronghold Crusader HD,['FireFly Studios'],['FireFly Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Simulation', 'Strategy']",78,0,['windows'],5539,5396,143,9.0,Overwhelmingly Positive,97.4,78,False,9.99,403,"21 Oct, 2013"
39210,FINAL FANTASY XIV Online,['Square Enix'],['Square Enix'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']","['Massively Multiplayer', 'RPG']",83,0,['windows'],56030,49600,6430,8.0,Very Positive,88.5,83,False,19.99,16499,"18 Feb, 2014"
39140,FINAL FANTASY VII,['Square Enix'],['Square Enix'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],0,36,['windows'],14747,13507,1240,8.0,Very Positive,91.6,0,False,11.99,377,"4 Jul, 2013"
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,['Tripwire Interactive'],['Tripwire Interactive'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Family Sharing']","['Action', 'Massively Multiplayer', 'Simulation']",76,140,['windows'],11152,10482,670,8.0,Very Positive,94.0,76,False,19.99,45,"13 Sep, 2011"
35140,Batman: Arkham Asylum Game of the Year Edition,['Rocksteady Studios'],['WB Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",91,47,['windows'],24059,23207,852,9.0,Overwhelmingly Positive,96.5,91,False,19.99,997,"26 Mar, 2010"
34900,Bad Rats: the Rats' Revenge,['Invent4 Entertainment'],['Strategy First'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",['Indie'],0,13,['windows'],5208,4226,982,8.0,Very Positive,81.1,0,False,1.99,7,"20 Jul, 2009"
33930,Arma 2: Operation Arrowhead,['Bohemia Interactive'],['Bohemia Interactive'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Captions available', 'Partial Controller Support', 'Includes level editor']","['Action', 'Simulation', 'Strategy']",73,0,['windows'],8687,8073,614,8.0,Very Positive,92.9,73,False,19.99,107,"29 Jun, 2010"
24240,PAYDAY™ The Heist,['OVERKILL - a Starbreeze Studio.'],['Starbreeze Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']",['Action'],76,56,['windows'],8270,7660,610,8.0,Very Positive,92.6,76,False,14.99,48,"20 Oct, 2011"
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,['Bethesda Game Studios'],['Bethesda Softworks'],"['Single-player', 'Steam Cloud', 'Family Sharing']",['RPG'],89,0,['windows'],15724,15023,701,9.0,Overwhelmingly Positive,95.5,89,False,14.99,259,"16 Jun, 2009"
19900,Far Cry® 2,['Ubisoft Montreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'Family Sharing']",['Action'],85,0,['windows'],8439,6642,1797,6.0,Mostly Positive,78.7,85,False,9.99,54,"22 Oct, 2008"
2835570,Buckshot Roulette,['Mike Klubnika'],['CRITICAL REFLEX'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Simulation']",0,16,"['windows', 'linux']",23736,22994,742,9.0,Overwhelmingly Positive,96.9,0,False,2.99,947,"4 Apr, 2024"
2780980,LOCKDOWN Protocol,['Mirage Creative Lab'],['Mirage Creative Lab'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",0,0,['windows'],6171,5312,859,8.0,Very Positive,86.1,0,False,9.99,985,"22 Jul, 2024"
1424330,Wobbledogs,['Animal Uprising'],['Secret Mode'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",79,73,"['windows', 'mac']",9229,9092,137,9.0,Overwhelmingly Positive,98.5,79,False,19.99,86,"15 Mar, 2022"
1388770,Cruelty Squad,['Consumer Softproducts'],['Consumer Softproducts'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie', 'Simulation']",0,38,['windows'],16047,15591,456,9.0,Overwhelmingly Positive,97.2,0,False,19.99,50,"15 Jun, 2021"
1382330,Persona® 5 Strikers,['ATLUS'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure']",76,47,['windows'],6588,6058,530,8.0,Very Positive,92.0,76,False,59.99,160,"22 Feb, 2021"
1369630,ENDER LILIES: Quietus of the Knights,"['Live Wire', 'Adglobe']",['Binary Haze Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",86,38,['windows'],9001,8567,434,9.0,Overwhelmingly Positive,95.2,86,False,24.99,217,"21 Jun, 2021"
1361320,The Room 4: Old Sins,['Fireproof Games'],['Fireproof Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Adventure'],0,9,['windows'],7829,7722,107,9.0,Overwhelmingly Positive,98.6,0,False,8.99,35,"11 Feb, 2021"
1353230,Bomb Rush Cyberfunk,['Team Reptile'],['Team Reptile'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,23,['windows'],9230,9068,162,9.0,Overwhelmingly Positive,98.2,0,False,39.99,113,"18 Aug, 2023"
1349230,5D Chess With Multiverse Time Travel,"['Conor Petersen', 'Thunkspace, LLC']","['Conor Petersen', 'Thunkspace, LLC']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together', 'Family Sharing']",['Indie'],0,0,"['windows', 'mac', 'linux']",5791,5611,180,9.0,Overwhelmingly Positive,96.9,0,False,11.99,29,"22 Jul, 2020"
1326470,Sons Of The Forest,['Endnight Games Ltd'],['Newnight '],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,32,['windows'],95153,83544,11609,8.0,Very Positive,87.8,0,False,29.99,10581,"22 Feb, 2024"
1151640,Horizon Zero Dawn™ Complete Edition,['Guerrilla'],['PlayStation Publishing LLC'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,79,['windows'],50196,44964,5232,8.0,Very Positive,89.6,0,False,0.0,566,"7 Aug, 2020"
1150690,OMORI,"['OMOCAT, LLC']","['OMOCAT, LLC']","['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",87,84,"['windows', 'mac']",48630,47484,1146,9.0,Overwhelmingly Positive,97.6,87,False,19.99,343,"25 Dec, 2020"
1147560,Skul: The Hero Slayer,['SOUTHPAW GAMES'],['NEOWIZ'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",80,101,"['windows', 'mac', 'linux']",9002,8317,685,8.0,Very Positive,92.4,80,False,19.99,600,"20 Jan, 2021"
1127500,Mini Motorways,['Dinosaur Polo Club'],['Dinosaur Polo Club'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",87,145,"['windows', 'mac']",13713,13191,522,9.0,Overwhelmingly Positive,96.2,87,False,9.99,431,"Jul 20, 2021"
1118200,People Playground,['mestiez'],['Studio Minus'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation']",0,17,['windows'],153039,151266,1773,9.0,Overwhelmingly Positive,98.8,0,False,9.99,3709,"23 Jul, 2019"
1113560,NieR Replicant™ ver.1.22474487139...,"['Square Enix', 'Toylogic Inc.']",['Square Enix'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,47,['windows'],10104,9151,953,8.0,Very Positive,90.6,0,False,59.99,191,"23 Apr, 2021"
1113000,Persona 4 Golden,['ATLUS'],['SEGA'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['RPG'],87,50,['windows'],42114,41054,1060,9.0,Overwhelmingly Positive,97.5,87,False,19.99,951,"13 Jun, 2020"
1102190,Monster Train,['Shiny Shoe'],['Good Shepherd Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],86,53,['windows'],11462,11109,353,9.0,Overwhelmingly Positive,96.9,86,False,24.99,497,"21 May, 2020"
1097840,Gears 5,['The Coalition'],['Xbox Game Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Adventure']",82,181,['windows'],7721,5677,2044,6.0,Mostly Positive,73.5,82,False,29.99,345,"9 Sep, 2019"
1097150,Fall Guys,['Mediatonic'],[],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Sports']",80,34,['windows'],149634,125420,24214,8.0,Very Positive,83.8,80,False,0.0,649,"3 Aug, 2020"
1089980,The Henry Stickmin Collection,['PuffballsUnited'],['Innersloth'],"['Single-player', 'Steam Achievements', 'Captions available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,82,"['windows', 'mac']",33804,33403,401,9.0,Overwhelmingly Positive,98.8,0,False,14.99,152,"7 Aug, 2020"
1070710,Kind Words (lo fi chill beats to write to),['Popcannibal'],['Popcannibal'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",5991,5889,102,9.0,Overwhelmingly Positive,98.3,0,False,4.99,3,"12 Sep, 2019"
552100,Brick Rigs,['Fluppisoft'],['Fluppisoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Family Sharing']",['Simulation'],0,0,['windows'],22973,21734,1239,8.0,Very Positive,94.6,0,False,18.99,975,"14 Jul, 2023"
548570,RAGE 2,"['id Software', 'Avalanche Studios']",['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Action'],73,64,['windows'],6913,4441,2472,5.0,Mixed,64.2,73,False,39.99,33,"13 May, 2019"
528230,SYNTHETIK: Legion Rising,['Flow Fire Games'],"['Flow Fire Games', 'WhisperGames']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Indie']",0,27,['windows'],7492,7150,342,9.0,Overwhelmingly Positive,95.4,0,False,19.99,47,"15 Mar, 2018"
516750,My Summer Car,['Amistech Games'],['Amistech Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Indie', 'Racing', 'Simulation']",0,76,['windows'],29162,27154,2008,8.0,Very Positive,93.1,0,False,14.99,676,"8 Jan, 2025"
509980,BIGFOOT,['CyberLight Game Studio'],['CyberLight Game Studio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Early Access']",0,44,['windows'],11364,9537,1827,8.0,Very Positive,83.9,0,False,19.99,108,"31 Jan, 2017"
506610,Five Nights at Freddy's: Sister Location,['Scott Cawthon'],['Scott Cawthon'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'Simulation']",62,0,['windows'],7052,6456,596,8.0,Very Positive,91.5,62,False,7.99,34,"7 Oct, 2016"
503560,911 Operator,['Jutsu Games'],['Games Operators'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",68,18,"['windows', 'mac']",5253,4598,655,8.0,Very Positive,87.5,68,False,14.99,32,"24 Feb, 2017"
502520,Ultimate General: Civil War,['Game-Labs'],['Game-Labs'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0,39,"['windows', 'mac']",5114,4551,563,8.0,Very Positive,89.0,0,False,29.99,488,"14 Jul, 2017"
501300,What Remains of Edith Finch,['Giant Sparrow'],['Annapurna Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",89,9,['windows'],14751,13897,854,8.0,Very Positive,94.2,89,False,19.99,102,"24 Apr, 2017"
493520,GTFO,['10 Chambers'],['10 Chambers'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",['Action'],78,57,['windows'],23425,20821,2604,8.0,Very Positive,88.9,78,False,39.99,711,"9 Dec, 2021"
359550,Tom Clancy's Rainbow Six® Siege,['Ubisoft Montreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']",['Action'],0,0,['windows'],571834,485431,86403,8.0,Very Positive,84.9,0,False,19.99,39532,"1 Dec, 2015"
481510,Night in the Woods,['Infinite Fall'],['Finji'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",['Adventure'],88,31,"['windows', 'mac', 'linux']",12122,11496,626,8.0,Very Positive,94.8,88,False,19.99,91,"21 Feb, 2017"
